society_id,society_name,region,lat,lon,focal_year,EA031_code,EA031_label,comment,references
If8,Chamorro,,15.13,145.71,1950,5,400-1000,,josephandmurray1951; spoehr1954
If9,Ulithians,,10.02,139.79,1900,2,50-99,,lessa1950; william1966
Ig1,Siuai,,-6,155,1940,NA,Missing data,,
Ig10,Usiai,,-2,147,1950,2,50-99,,schwartz1964
Ig11,Rossel Islanders,,-11.36,154.14,1920,1,<50,,armstrong1928
Ig12,Choiseulese,,-6.69,156.52,1900,NA,Missing data,,
Ig13,Aua,,-1.74,142.85,1900,NA,Missing data,,
Ig14,Dahuni,,-10.41,149.91,1900,4,200-399,,belshaw1955; seligman1910
Ig15,Bakovi,,-5.42,150.05,1950,NA,Missing data,,
Ig16,Bwaidoga,,-9.44,150.33,1950,NA,Missing data,,
Ig17,Kombe,,-4.67,149.53,1950,NA,Missing data,,
Ig18,Kwaio,,-9,161,1960,NA,Missing data,,
Ig19,Molima,,-10,151,1950,NA,Missing data,,
Ig2,Trobriands,,-8.43,151.09,1910,3,100-199,,fathauer1954a; malinowski1921; malinowski1922; malinowski1926; malinowski1927; malinowski1929; malinowski1935; powell1960; silas1926; uburoi1962
Ig20,Kaoka,,-9.49,159.82,1920,3,100-199,,hogbin1965
Ig21,Tangu,,-3.38,153.31,1930,NA,Missing data,,
Ig3,Kurtatchi,,-5.6,154.91,1930,3,100-199,,blackwood1935
Ig4,Lesu,,-3.06,151.66,1930,4,200-399,,powdermaker1931a; powdermaker1931b; powdermaker1932; powdermaker1933
Ig5,Dobuans,,-10,151,1920,NA,Missing data,,
Ig6,Ulawans,,-9.63,161.44,1900,3,100-199,,ivens1927
Ig7,Lakalai,,-5.5,150.81,1950,3,100-199,,chowning1957; goodenough1962
Ig8,Simboese,,-8,157,1910,NA,Missing data,,
Ig9,Manus,,-2,147,1920,3,100-199,,fortune1935; mead1930a; mead1930b; mead1932a; mead1934; mead1937b; mead1969
Ih1,Mota,,-13.84,167.7,1890,NA,Missing data,,
Ih10,Tannese,,-19.6,169.44,1920,NA,Missing data,,
Ih11,Epi,,-16.61,168.17,1920,NA,Missing data,,
Ih12,Eromangans,,-18.85,169.16,1920,NA,Missing data,,
Ih13,Ranon,,-16.18,168.15,1920,NA,Missing data,,
Ih14,Mbau Fijians,,-17.81,178.32,1840,6,1000-5000,,deane1921; ross1953; spencer1941; thomson1908; tippett1968; toganivalu1917; tonganivalu1911; waterhouse1866; williams1884
Ih2,Seniang,,-16.51,167.47,1930,NA,Missing data,,
Ih3,Bunlap,,-15.95,168.22,1950,2,50-99,"50-99 (code ""2"") or 100-199 (code ""3"") before recent depopulation",lane1956; lane1965; laneandlane1957
Ih4,Lau,,-17.74,-179.31,1920,2,50-99,,geddes1946; hocart1929; quain1948; thompson1940a; thompson1940b
Ih5,Ajie,,-21.37,165.47,1860,NA,Missing data,,
Ih6,Rotumans,,-12.5,177.07,1890,NA,Missing data,,
Ih7,Lifu,,-20.94,167.23,1910,NA,Missing data,,
Ih8,Vanua Levu,,-17.81,178.32,1940,2,50-99,,quain1949
Ih9,Santa Cruz Islanders,,-10.73,165.85,1930,NA,Missing data,,
Ii1,American Samoans,,-13.68,-172.41,1920,2,50-99,,buck1930; cook1942; ember1959; freeman1965; grattan1948; kramer190102; kramer1906:253-315; mead1928; mead1930c; mead1937c; mead1950b; murdock1934l; stair1897; turner1884
Ii10,Rennell Islanders,,-11.74,160.42,1950,NA,Missing data,,
Ii12,Tongans,,-19.74,-175.07,1920,NA,Missing data,,
Ii13,Uveans,,-13.28,-176.17,1830,NA,Missing data,,
Ii14,Upolu Samoans,,-13.94,-171.77,1829,4,200-399,,buck1930; bulow1971; davidson1948; ember1962; grattan1948; keesing1934; kramer190102; kramer1906:253-315; panoff1964; stair1897; turner1884
Ii2,Tikopia,,-12.29,168.83,1930,5,400-1000,,firth1936; firth1939; firth1940; firth1952; firth1956; firth1960
Ii3,Pukapukans,,-10.89,-165.84,1930,3,100-199,,beagleholeandbeaglehole1938; macgregor1935
Ii4,Ellice,,-7.48,178.68,1890,NA,Missing data,,
Ii5,Ontong Java,,-5.48,159.7,1920,NA,Missing data,,
Ii6,Tokelau,,-9.2,-171.85,1900,NA,Missing data,,
Ii7,Kapingamarangi,,1.09,154.8,1910,NA,Missing data,,
Ii8,Futunans,,-14.31,-178.11,1840,NA,Missing data,,
Ii9,Niueans,,-19.05,-169.86,1840,4,200-399,,loeb1926a
Ij1,Mangaians,,-21.93,-157.91,1820,NA,Missing data,,
Ij10,Tongarevans,,-9.02,-158.03,1900,NA,Missing data,,
Ij2,Māori,,-38.41,176.31,1820,4,200-399,,best1924; best1925; best1952; buck1949; cruise1824; earle1832; firth1959; gudgeon1885; hawthorn1944; maning1876; polack1838; reed1963; shortland1856; wright1959
Ij3,Marquesans,,-8.9,-140.08,1900,2,50-99,,forster1777; handy1922; handy1923; labarre1934; linton1923; linton1939a; lisiansky1814; miranda1964; porter1823; sheahan1952; suggs1966; suggs1971; sullivan1923; tautain1896; tautain1897
Ij4,Manihikians,,-10.41,-160.98,1850,NA,Missing data,,
Ij5,Raroians,,-15.94,-142.31,1900,NA,Missing data,,
Ij6,Hawaiians,,19.89,-155.83,1800,NA,Missing data,,
Ij7,Mangarevans,,-23.12,-134.97,1900,NA,Missing data,,
Ij8,Tahitians,,-17.71,-149.54,1900,NA,Missing data,,
Ij9,Easter Islanders,,-27.12,-109.36,1860,NA,Missing data,,
Na1,Nabesna,,63,-141,1930,1,<50,,mckennan1959
Na10,Chugach,,60.72,-146.49,1930,NA,Missing data,,
Na11,Sivokakmeit,,63.34,-170.3,1920,3,100-199,,hughes1958; hughes1960; moore1923
Na12,Nunamiut,,68,-152,1950,2,50-99,,gubser1965; pospisilandlaughlin1963; spencer1959
Na13,Nunatsiarmiut,,65.24,-64.63,1880,1,<50,,boas1888; boas190107
Na14,Inughuit (Northern Greenland),,78,-70,1880,1,<50,,birketsmith1928b; ekblaw192728; kroeber1899; oswalt1963; rasmussen1908; steensby1910
Na15,Tlicho,,63,-117,1860,NA,Missing data,,
Na16,Délįne,,65,-119,1860,NA,Missing data,,
Na17,DeneTha,,61,-120,1860,2,50-99,,helm1961; helmandleacocknd; honigmann1946; macneish1960b; mason1946
Na19,Dakelh,,54,-124,1880,4,200-399,,jenness1943; morice1893; ray1942
Na2,Tareumiut,,71,-157,1880,3,100-199,,chance1966; murdoch1892; spencer1959
Na20,Kutchin,,66,-135,1880,1,<50,,osgood1936; slobodin1962
Na21,Caribou Inuit,,63,-96,1900,1,<50,,birketsmith1929; rasmussen1930
Na22,Iglulik Inuit,,70,-82,1920,1,<50,,birketsmith1928b; damas1964; mathiassen1928; rasmussen1929
Na23,Labrador Inuit,,58,-65,1890,1,<50,,hawkes1916; turner1894
Na24,Tasiilaq,,66,-37,1880,1,<50,,holm1911; ostermann1938; rink1911; thalbitzer1914; thalbitzer191721
Na25,Kalaallit (West Greenland),,68.66,-51.22,1910,NA,Missing data,,
Na26,Dena'ina,,62,-144,1870,NA,Missing data,,
Na27,Tahltan,,58,-131,1870,NA,Missing data,,
Na28,Sekani,,56,-123,1880,NA,Missing data,,
Na29,Beaver,,58,-117,1850,1,<50,,goddard1916
Na3,Copper Inuit,,69,-110,1920,1,<50,,jenness1917; jenness1922; jenness1928; rasmussen1932; stefansson1914
Na30,Dene,,60,-105,1880,1,<50,,birketsmith1930; macneish1960a; vanstone1965
Na31,Eastern Cree,,51,-85,1850,NA,Missing data,,
Na32,Montagnais,,48,-72,1880,3,100-199,,burgesse1944; lane1952; leacock1969; lips1947a; lips1947b; speck1931; speck1935
Na33,Northern Saulteaux,,52,-98,1870,2,50-99,,dunning1959b; hallowell1938a; hallowell1938b; hallowell1939; hallowell1940; hallowell1941; hallowell1942; hallowell1955; hallowell1963; skinner1912
Na34,Pekangekum,,52,-94,1940,1,<50,"The ""co-residential group,"" not the band",dunning1959a; dunning1959b
Na35,Nipigon,,50,-88,1800,2,50-99,,cameron1890; grant1890
Na36,Minnesota Ojibwa,,49,-96,1860,2,50-99,,barnouw1950; barrett1911a; densmore1929; hesketh1923; hilger1939; hilger1951; kinietz1947
Na37,Rainy River Ojibwe,,49,-92,1880,2,50-99,,landes1937a; landes1937b; landes1938
Na38,Katikitegon,,46,-92,1800,2,50-99,,grant1890; kinietz1947
Na39,Eastern Ojibwa,,46,-85,1870,2,50-99,,jenness1935
Na4,Kaska,,59,-128,1920,2,50-99,,honigmann1949; honigmann1954; teit1956; underwoodandhonigmann1947
Na40,Ottawa,,46,-82,1650,NA,Missing data,,
Na41,Mi'kmaq,,47,-65,1700,1,<50,,bock1966; denys1908; johnson1943; leclercq1910; speckanddexter1951; wallisandwallis1955
Na42,Potawatomi,,44,-85,1760,NA,Missing data,,
Na43,Netsilik,,69,-96,1920,1,<50,,balikei1963a; balikei1963b; rasmussen1931
Na44,Nunavimmiut,,62,-76,1910,1,<50,"But 100-199 (code ""3"") today",graburn1964
Na45,Mistissini Cree,,51.75,-72.66,1900,1,<50,,rogers1963a; rogersandrogers1963; speck1923; speck1930
Na5,Naskapi,,58,-70,1890,1,<50,,lips1947a; speck1935; strong1929b; turner1890
Na6,Nunivak,,60,-166,1930,NA,Missing data,,
Na7,Attawapiskat Cree,,53,-83,1900,2,50-99,,gmann1953; honigmann1956b
Na8,Deg Xit'an,,62,-160,1880,NA,Missing data,,
Na9,Aleut,,53.86,-166.79,1830,3,100-199,,bank1953; cook1785; coxe1804; elliott1886; golder192225; jochelson1925; langsdorff1817; lantis1970b; sarychev1806; sauer1802; veniaminov1840
Nb1,Haida,,54,-132,1890,NA,Missing data,,
Nb10,Alkatcho,,53,-126,1865,NA,Missing data,,
Nb11,Nuu chah nulth,,49.16,-125.85,1880,NA,Missing data,,
Nb12,Klahoose,,51,-125,1880,NA,Missing data,,
Nb13,Squamish,,50,-123,1880,NA,Missing data,,
Nb14,Comox,,49.72,-124.97,1880,NA,Missing data,,
Nb15,Lummi,,48.84,-123.27,1880,3,100-199,,curtis1912; stern1934; suttles1954
Nb16,Klallam,,48,-123,1860,2,50-99,,eells1887b; gunthere1927
Nb17,Puyallup,,47,-122,1870,1,<50,,ballard1935; haeberlinandgunther1930; smith1940b
Nb18,Quileute,,47.91,-124.59,1880,1,<50,,pettitt1950
Nb19,Lower Chinook,,45.99,-123.77,1850,NA,Missing data,,
Nb2,Twana,,48,-123,1850,2,50-99,,eells1877; elmendorf1960
Nb20,Tillamook,,44.75,-123.72,1870,NA,Missing data,,
Nb21,Coos,,43,-124,1860,NA,Missing data,,
Nb22,Tlingit,,58.12,-133.92,1880,4,200-399,,durlach1928; jochelson1925; krause1956; oberg1934; swanton1908
Nb23,Heiltsuk,,52,-128,1880,2,50-99,,boas1938; drucker1950; olson1955
Nb24,Makah,,48.33,-124.62,1860,3,100-199,,colson1953; swan1868
Nb25,Quinault,,47.42,-124.16,1860,2,50-99,,olson1936a; willoughby1889
Nb26,Cowichan,,49.01,-122.73,1880,NA,Missing data,,
Nb27,Stó:lō,,49,-122,1880,1,<50,,duff1952; hilltout1902; hilltout1904
Nb28,Alsea,,44,-124,1860,NA,Missing data,,
Nb29,Siuslaw,,44,-124,1860,NA,Missing data,,
Nb3,Kwakwaka'wakw,,51,-127.49,1890,NA,Missing data,,
Nb30,Takelma,,42,-123,1860,NA,Missing data,,
Nb31,Tututni,,42,-124,1870,NA,Missing data,,
Nb32,Shasta,,41,-122,1860,1,<50,,dixon1907; holt1946; kroeber1925d; voegelin1942
Nb33,Chimariko,,41,-123,1860,1,<50,,dixon1910; driver1939
Nb34,Karuk,,42,-123,1860,NA,Missing data,,
Nb35,Hupa,,41,-123,1860,2,50-99,,driver1939; goddard1903; kroeber1934; taylor1947; wallace1947b
Nb36,Wiyot,,39.81,-123.55,1860,1,<50,,driver1939; gifford1922:29-30; kroeber1925a
Nb37,Lassik,,40,-123,1860,NA,Missing data,,
Nb38,Mattole-Bear River,,40.35,-123.47,1860,NA,Missing data,,
Nb39,Sinkyone,,39.73,-123.6,1860,2,50-99,,driver1939; nomland1935
Nb4,Yurok,,41,-124,1850,1,<50,,erickson1943; heizerandmills1952; kroeber1925b; kroeber1960; loeffelholz1893; watermanandkroeber1934
Nb5,Eyak,,60.34,-144.85,1890,1,<50,,birketsmithanddelaguna1938
Nb6,Tolowa,,42,-124,1870,NA,Missing data,,
Nb7,Tsimshian,,54.64,-130.25,1880,NA,Missing data,,
Nb8,Haisla,,54,-129,1880,4,200-399,,lopatin1945; olson1940
Nb9,Nuxalk,,52,-127,1880,2,50-99,,boas1891b; drucker1950; mcilwraith1948; smith1925a
Nc1,Nomlaki,,39,-122,1850,3,100-199,,goldschmidt1951
Nc10,Achumawi,,41,-121,1860,NA,Missing data,,
Nc11,Yana,,41,-122,1860,NA,Missing data,,
Nc12,Maidu,,40,-121,1850,1,<50,"For the hamlet, but 100-199 (code ""3"") for the hamlet cluster",dixon1905; gifford1922:46-47; voegelin1942
Nc13,Nisenan,,39,-121,1850,NA,Missing data,,
Nc14,Wintu,,41,-122,1860,2,50-99,,dubois1935; gifford1922; lee1940; voegelin1942; washington1909
Nc15,Coast Yuki,,39.34,-123.77,1860,NA,Missing data,,
Nc16,Huchnom,,39,-123,1860,NA,Missing data,,
Nc17,Northern Pomo,,39,-123,1860,NA,Missing data,,
Nc18,Eastern Pomo,,39,-123,1860,3,100-199,,aginskyandaginsky1967; barrett1908; barrett1916; barrett1917a; barrett1952; freeland1923; gifford1926a; giffordandkroeber1937b; kroeber1953; loeb1926b
Nc19,Southern Pomo,,38.55,-122.94,1860,NA,Missing data,,
Nc2,Tübalulabal,,39,-118,1850,1,<50,,gifford1917; voegelin1938
Nc20,Wappo,,38.22,-122.56,1860,3,100-199,,driver1936; gifford1922:115-118; radin1924
Nc21,Lake Miwok,,38.75,-123.2,1860,NA,Missing data,,
Nc22,Patwin,,39,-122,1850,NA,Missing data,,
Nc23,Western Mono,,37,-119,1870,2,50-99,,aginsky1943; driver1937; gayton1930; gayton1945; gayton1948a; gifford1922
Nc24,Southern Valley Yokuts,,36,-120,1860,NA,Missing data,,
Nc25,Wukchumni,,36,-119,1860,NA,Missing data,,
Nc26,Salinan,,36,-121,1770,3,100-199,,harrington1942; mason1912
Nc27,Kawaiisu,,35,-118,1860,NA,Missing data,,
Nc28,Chumash,,34.44,-119.71,1800,NA,Missing data,,
Nc29,Tongva,,34,-118,1770,NA,Missing data,,
Nc3,Northern Foothill Yokuts,,36,-120,1850,NA,Missing data,,
Nc30,Serrano,,34,-117,1870,NA,Missing data,,
Nc31,Cahuilla (Desert),,33,-116,1870,NA,Missing data,,
Nc32,Cupeño,,33,-117,1870,NA,Missing data,,
Nc33,Luiseño,,33,-117,1860,3,100-199,,drucker1937; dubois1908; gifford1918:201-214; harrington1934; kroeber1917a; malccot1964; sparkman1908; strong1929a:5-35; white1963
Nc34,Kiliwa,,31,-115,1880,NA,Missing data,,
Nc4,Atsugewi,,41,-121,1860,2,50-99,,garth1944; garth1953; voegelin1942
Nc5,Central Sierra Miwok,,38,-120,1850,NA,Missing data,,
Nc6,Kumeyaay,,32,-116,1850,3,100-199,,drucker1937; gifford1922:68-71; luomala1963; spier1923
Nc7,Yuki,,40,-123,1850,2,50-99,,essene1942; foster1944; gifford1922:118-122
Nc8,Klamath,,43,-122,1860,1,<50,,gatschet1890; pearsall1950; spier1930; stern1965; voegelin1942
Nc9,Modoc,,42,-122,1860,1,<50,,ray1963; voegelin1942
Nd1,Tenino,,45,-121,1850,4,200-399,,murdock1958; ray1942
Nd10,Nlaka'pamux,,50,-122,1860,NA,Missing data,,
Nd11,Shuswap,,51,-120,1850,3,100-199,,ray1942; teit1909
Nd12,Bitterroot Salish,,46,-113,1860,NA,Missing data,,
Nd13,Kalispel,,49,-117,1860,NA,Missing data,,
Nd14,Coeur d’Alene,,48,-117,1860,3,100-199,,ray1942; teit1930
Nd15,Sinkaitk,,49,-120,1880,2,50-99,,clineetal1938
Nd16,Wenatchi,,48,-121,1870,NA,Missing data,,
Nd17,Klikitat,,46,-122,1870,NA,Missing data,,
Nd18,Wishram,,46,-121,1860,2,50-99,,spierandsapir1930
Nd19,Umatilla,,46,-119,1860,NA,Missing data,,
Nd2,Southern Ute,,38,-109,1860,NA,Missing data,,
Nd20,Nez Perce,,45,-115,1850,2,50-99,,curtis1911; elmendorf1963; haines1955; spiden1908
Nd21,Tagotoka,,43,-117,1870,NA,Missing data,,
Nd22,Wadadokado,,43,-119,1870,1,<50,,stewart1937; stewart1941; whiting1950
Nd23,Atsakudokwa,,42,-118,1870,NA,Missing data,,
Nd24,Kidutokado,,42,-120,1870,1,<50,,anguloandfreeland1929; kelly1932; kroeber1917a; stewart1941
Nd25,Sawakudokwa,,41,-118,1870,NA,Missing data,,
Nd26,Wadatkuht,,41,-120,1870,1,<50,,riddell1960
Nd27,Kuyuidokado,,40,-119,1860,1,<50,,park1934; park1937; park1938a; stewart1941
Nd28,Toedokado,,40,-118,1870,NA,Missing data,,
Nd29,Tunava (Deep Springs and Fish Lake),,37,-118,1870,1,<50,,steward1938; steward1941
Nd3,Havasupai,,36,-112,1870,3,100-199,,cushing1882; iliff1954; james1903; smithson1959; spier1928; wpawp1940
Nd30,Eastern Mono,,37,-118,1870,NA,Missing data,,
Nd31,Koso,,36,-118,1850,1,<50,,driver1937; steward1938
Nd32,Tümpisa Shoshone (Saline and Panamint),,36,-117,1850,1,<50,,driver1937; steward1938
Nd33,Beatty,,37,-116,1870,1,<50,,steward1938; steward1941
Nd34,Lida Shoshoni,,37,-117,1870,1,<50,,steward1938; steward1941
Nd35,Mahaguaduka,,39,-117,1870,1,<50,,steward1938; steward1941
Nd36,Wiyambituka,,39,-117,1870,1,<50,,steward1938; steward1941
Nd37,Railroad Valley Shoshoni,,39,-116,1870,1,<50,,steward1938; steward1941
Nd38,Ely Shoshoni,,39,-115,1870,1,<50,,steward1938; steward1941
Nd39,Spring Valley Shoshoni,,40,-115,1870,1,<50,,steward1938; steward1941
Nd4,Sanpoil,,48,-119,1870,2,50-99,,ray1932; ray1942
Nd40,Tubaduka,,40,-113,1870,1,<50,,steward1938; steward1943
Nd41,Wadaduka,,41,-116,1870,NA,Missing data,,
Nd42,Elko Shoshoni,,41,-116,1870,2,50-99,,steward1938; steward1941
Nd43,White Knife Shoshoni,,41,-117,1860,1,<50,,harris1940; steward1941
Nd44,Yahanduka,,42,-115,1850,2,50-99,,steward1938; steward1941
Nd45,Bohogue,,43,-112,1860,2,50-99,,murphyandmurphy1960; steward1938; steward1943
Nd46,Agaiduka,,44,-112,1860,2,50-99,,lowie1909; steward1938; steward1943
Nd47,Tukudika,,44,-111,1850,1,<50,,hultkrantz1957; lowie1909; steward1938
Nd48,Gosiute,,40,-114,1860,1,<50,,malouf1950; steward1938; steward1943; stewart1942
Nd49,Antarianunts,,37,-110,1860,1,<50,,kelly1964; stewart1942
Nd5,Hukundika,,42,-112,1870,NA,Missing data,,
Nd50,Panguitch,,38,-112,1860,1,<50,,kelly1964
Nd51,Moapa,,36,-115,1860,1,<50,,lowie1924; watkins1945
Nd52,Shivwits,,36,-117,1860,NA,Missing data,,
Nd53,Southern Paiute (Kaibab),,36,-113,1860,1,<50,,gifford1917; kelly1938; kelly1964; stewart1942
Nd54,Chemehuevi,,35,-115,1860,NA,Missing data,,
Nd55,Southern Paiute (Las Vegas),,36,-115,1860,1,<50,,driver1937; steward1938; steward1941
Nd56,San Juan,,36,-111,1860,NA,Missing data,,
Nd57,Pahvant,,39,-113,1860,NA,Missing data,,
Nd58,Uintah Ute,,40,-112,1860,NA,Missing data,,
Nd59,Moanunts,,39,-112,1860,NA,Missing data,,
Nd6,Washo,,39,-120,1850,1,<50,,barrett1917b; downs1966; freed1960; lowie1939; stewart1941
Nd60,Moache,,37,-105,1860,NA,Missing data,,
Nd61,Taviwatsiu,,40,-105,1860,NA,Missing data,,
Nd62,Uncompahgre Ute,,39,-107,1860,2,50-99,,lowie1924; stewart1942
Nd63,Bannock,,43,-112,1860,2,50-99,,lowie1930; murphyandmurphy1960; steward1943
Nd64,Wind River Eastern Shoshone,,43,-109,1860,3,100-199,,hultkrantz1958; lowie1924; murphyandmurphy1960; shimkin1947a; shimkin1947b
Nd65,Hualapai,,36,-114,1870,1,<50,,drucker1941; kniffenetal1935
Nd66,Yavapai,,35,-112,1870,NA,Missing data,,
Nd67,Tolkepaya,,34,-114,1870,2,50-99,,gifford1936
Nd7,Kutenai,,50,-117,1880,NA,Missing data,,
Nd8,Chilcotin,,52,-122,1880,1,<50,,lane1963b; morice1893; ray1942; teit1907
Nd9,Lillooet,,50.02,-124.78,1860,NA,Missing data,,
Ne1,Gros Ventre,,48.78,-108.98,1880,NA,Missing data,,
Ne10,Arikara,,46,-101,1860,5,400-1000,,curtis1909b; gilmore1927; lowie1912a; macgowan1942; willandhyde1917
Ne11,Assiniboine,,48,-106,1870,4,200-399,,denig1930; lowie1910; rodnick1938
Ne12,Blackfoot,,51,-112,1850,4,200-399,,ewers1958; hanksandrichardson1945; wissler1910; wissler1911
Ne13,Kainai,,51,-115,1850,3,100-199,,ewers1955; goldfrank1945a; wissler1910; wissler1911
Ne14,Bungi,,51,-100,1850,4,200-399,,hesketh1923; howard1961; howard1965a; skinner1914b
Ne15,Hidatsa,,47,-101,1860,5,400-1000,,bowers1965; curtis1909; matthews1877; wiedneuwied1906; wilson1917
Ne16,Karankawa,,29,-96,1800,NA,Missing data,,
Ne17,Kiowa,,36,-99,1860,3,100-199,,lowie1923; mooney1898; richardson1940
Ne18,Piegan,,49,-115,1850,4,200-399,,ewers1955; josselindejong1912; michelson1916; wissler1911
Ne19,Plains Cree,,45,-94,1850,NA,Missing data,,
Ne2,Kiowa Apache,,36,-99,1870,NA,Missing data,,
Ne20,Santee,,45,-94,1850,NA,Missing data,,
Ne21,Coahuilteco,,29,-99,1760,NA,Missing data,,
Ne3,Comanche,,33,-100,1870,NA,Missing data,,
Ne4,Crow,,45,-108,1870,NA,Missing data,,
Ne5,Cheyenne,,39,-104,1860,NA,Missing data,,
Ne6,Mandan,,47,-101,1830,NA,Missing data,,
Ne7,Sarcee,,54,-110,1880,NA,Missing data,,
Ne8,Teton,,43,-103,1870,NA,Missing data,,
Ne9,Arapaho,,40,-103,1860,4,200-399,,eggan1937b; elkin1940b; hilger1952; kroeber190207; michelson1934
Nf10,Iowa,,41,-95,1870,NA,Missing data,,
Nf11,Otoe,,40,-95,1870,NA,Missing data,,
Nf12,Ponca,,43,-99,1850,NA,Missing data,,
Nf13,Shawnee,,37,-85,1820,NA,Missing data,,
Nf14,Caddo,,33,-93,NA,NA,Missing data,,
Nf15,Kickapoo,,43,-90,1870,NA,Missing data,,
Nf2,Ho Chunk,,44,-88,1850,NA,Missing data,,
Nf3,Omaha,,41,-96,1850,2,50-99,,dorsey1884; fletcherandlaflesche1911; fortune1932a; mead1932b
Nf4,Myaamia,,40,-86,1720,5,400-1000,,kinietz1940b; morgan1871
Nf5,Wichita,,34,-98,1860,NA,Missing data,,
Nf6,Pawnee,,42,-100,1867,4,200-399,,dorsey1904b; dorseyandmurie1940; lounsbury1956; weltfish1965
Nf7,Fox,,45,-95,1830,NA,Missing data,,
Nf8,Hasinai,,31,-95,1770,NA,Missing data,,
Nf9,Menominee,,46,-88,1870,NA,Missing data,,
Ng1,Huron,,44,-78,1640,5,400-1000,,kinietz1940a; tooker1964; trigger1969
Ng10,Seneca,,43,-77,1750,4,200-399,,fenton1940; goldenweiser191213; hunt1940; morgan1871; morgan1877; morgan1901; noon1949; quain1937
Ng11,Yuchi,,35,-86,1750,NA,Missing data,,
Ng12,Choctaw,,33,-88,1760,NA,Missing data,,
Ng13,Abenaki,,46,-70,NA,NA,Missing data,,
Ng14,Chickasaw,,35,-85,NA,NA,Missing data,,
Ng15,Chitimacha,,30,-90,1750,NA,Missing data,,
Ng2,Seminole,,27,-81,1940,NA,Missing data,,
Ng3,Muscogee,,33,-84,1750,5,400-1000,,bartram1953; murdock1956; speck1907; swanton1928a; swanton1928c; swanton1946
Ng4,Penobscot,,45,-68,1900,NA,Missing data,,
Ng5,Cherokee,,36,-83,1750,4,200-399,,gearing1962; gilbert1937; gilbert1943; swanton1946
Ng6,Delaware,,41,-75,1700,4,200-399,,harrington1913; herman1950; newcomb1956; wallace1947a
Ng7,Natchez,,32,-91,1700,4,200-399,,macleod1924; swanton1911; whiteetal1971
Ng8,Timucua,,27,-82,1560,NA,Missing data,,
Ng9,Catawba,,35,-80,1920,NA,Missing data,,
Nh1,Chiricahua,,31,-108,1880,NA,Missing data,,
Nh10,Isleta,,35,-107,1920,6,1000-5000,,parsons1932a; trager1943
Nh11,San Ildefonso,,36,-106,1900,4,200-399,,dozier1954; dozier1961; parsons1929; robbinsetal1916; whitman1940
Nh12,Santa Ana,,35,-107,1920,4,200-399,,gifford1940; white1942
Nh13,Acoma,,35,-108,1920,6,1000-5000,,eggan1950; mickey1956; miller1959; white1932; white1943
Nh14,Laguna,,35,-107,1920,6,1000-5000,,eggan1950; parson1923
Nh15,Mescalero,,33,-103,1870,NA,Missing data,,
Nh16,Jicarilla,,36,-104,1870,NA,Missing data,,
Nh17,Western Apache,,34,-110,1870,1,<50,,gifford1940; goodwin1935; goodwin1942; kaut1957; lockwood1938; opler1941
Nh18,Hopi,,36,-111,1920,4,200-399,,beaglehole1937; beagleholeandbeaglehole1935; dennis1940; eggan1950; hrdlicka1935; lowie1929; murdock1934n; simmons1942; titiev1944; voegelinandvoegelin1957
Nh19,Cocopa,,32,-115,1850,NA,Missing data,,
Nh2,Hano,,36,-111,1950,5,400-1000,,dozier1954
Nh20,Kamia,,33,-115,1860,NA,Missing data,,
Nh21,Mojave,,35,-114,1850,NA,Missing data,,
Nh22,Quechan,,33,-114,1860,1,<50,,bee1963; drucker1937; forde1931; halpern1942
Nh23,Kewyipaya,,34,-111,1870,NA,Missing data,,
Nh24,Lipan Apache,,30,-100,1880,NA,Missing data,,
Nh25,Sia,,36,-107,1920,4,200-399,,hawleyetal1943; stevenson1894; white1962
Nh26,Santa Clara,,36,-106,1910,NA,Missing data,,
Nh27,Kewa,,36,-105,1930,NA,Missing data,,
Nh3,Navajo,,37,-110,1930,4,200-399,,franciscanfathers1910; goldfrank1945b; hill1938; kluckhohn1947; kluckhohnandleighton1946; leightonandkluckhohn1947; reichard1928
Nh4,Zuni,,35,-109,1910,6,1000-5000,,benedict1934:57-129; bunzel1930; bunzel1932; cushing1920; eggan1950; gifford1940; kroeber1917b; leightonandadair1966; parsons1919; roberts1956; robertsnd; smith1954b; stevenson1904; stevenson1909
Nh5,Maricopa,,33,-113,1850,2,50-99,,drucker1941; spier1933
Nh6,Taos,,37,-106,1890,5,400-1000,,parsons1936b; trager1943
Nh7,Cochiti,,36,-106,1890,5,400-1000,,dumarest1919; goldfrank1927; parsons1932b
Nh8,Jemez,,36,-107,1920,5,400-1000,,hawley1964; parsons1925; parsons1932b
Nh9,Picuris,,36,-106,1920,3,100-199,,parsons1939; trager1943
Ni1,Tarahumara,,28,-107,1930,NA,Missing data,,
Ni2,Tohono O'odham,,31,-112,1930,NA,Missing data,,
Ni3,Huichol,,22,-105,1920,5,400-1000,,grimesandgrimes1962; grimesandhinton1969; klineberg1934; lumholtz1898; lumholtz1902; zingg1938
Ni4,Seri,,29,-112,1900,NA,Missing data,,
Ni5,Chichimeca,,22,-100,1570,NA,Missing data,,
Ni6,Pima,,31,-111,1840,NA,Missing data,,
Ni7,Yaqui,,28,-110,1870,NA,Missing data,,
Ni8,Opata,,30,-110,1550,NA,Missing data,,
Ni9,Tepehuán,,27,-107,1920,NA,Missing data,,
Nj1,Chinantec,,18,-96,1940,5,400-1000,,merrifield1959; weitlaner1951; weitlanerandcastroguevara1954
